Transaction ID,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
3VUAMLH700WQLJMXKCXABKB6E9J8B3,2014-05-28 22:03:11 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,32CAVSKPCE0R3R4ORC8FLRTPJJBU1C,3XUHV3NRVL9O87WHI28UUMCZBD9H51
3YWT2CKYIWFWL9YV85646LI24LV3WT,2014-05-28 22:03:11 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,32CAVSKPCE0R3R4ORC8FLRTPJJBU1C,3XUHV3NRVL9O87WHI28UUMCZBD9H51
395W1N6NH9X0CWPJK476XVE49MO8HJ,2014-05-28 22:03:44 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3DQYSJDTYLMI4WSV85EHCIBN2AXEX8,3YWRV122CTAC0BL3GZMWPLBG7BD8UW
3JY2CCNCANOVRPJSUZMGSJUJEEW42X,2014-05-28 22:03:44 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,3DQYSJDTYLMI4WSV85EHCIBN2AXEX8,3YWRV122CTAC0BL3GZMWPLBG7BD8UW
32PR2P7W660QH5GEKYOVBEHSKGJ8TT,2014-05-28 22:04:22 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,37PGLWGSJTHO01VA55PJ731DYUPKIY,3I0BTBYZAYWBZV05VW66ZRBBK1B0YY
37KVW801I7INM5V8NJHHUK38BHM4EZ,2014-05-28 22:04:22 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,37PGLWGSJTHO01VA55PJ731DYUPKIY,3I0BTBYZAYWBZV05VW66ZRBBK1B0YY
3H1ATA2PWJ0QZO57P43OBG6HYF19BT,2014-05-28 22:05:05 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3PR3LXCWSFA1901E0UYVK4ACBDGX9G,31Z0PCVWULQT0K1V6P4G6PTJDD07TH
3NOLLE65I34H35HZ8JBNGQA8ILR4WF,2014-05-28 22:05:05 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,3PR3LXCWSFA1901E0UYVK4ACBDGX9G,31Z0PCVWULQT0K1V6P4G6PTJDD07TH
3DBD7PPTA2OJEL3R30UU66UH10D9D0,2014-05-28 22:05:07 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3CKVGCS3PGGBHPR26O9FSLSRTUKS0R,36WLNQG780LEDDMOTBR1C5FETT4EBK
3BOO6QJLXGWLSACZNKTB1NVOTTR4YE,2014-05-28 22:05:07 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,3CKVGCS3PGGBHPR26O9FSLSRTUKS0R,36WLNQG780LEDDMOTBR1C5FETT4EBK
3ZQFW562BCFWH73JDWG594PU6KA9JE,2014-05-28 22:05:36 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3YZ7A3YHR54ACWD33UFR9GOIA2W5SQ,382M9COHEIQT9CVUT28WHV72IEBEU1
3K75PJI5OJ5NQM2FCIOEQQXVYON54Z,2014-05-28 22:05:36 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,3YZ7A3YHR54ACWD33UFR9GOIA2W5SQ,382M9COHEIQT9CVUT28WHV72IEBEU1
3LV7ZK55QV8EFN40SXXKBFLC1UUDL1,2014-05-28 22:03:27 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,359AP8GAGGV9SJ2QU14OSVYWF557CD,3NL0RFNU0GYXEETPAISH2MMD3YI4KN
33WLDF6B8B9K6W85YWUAZ4MBGBC96F,2014-05-28 22:03:27 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,359AP8GAGGV9SJ2QU14OSVYWF557CD,3NL0RFNU0GYXEETPAISH2MMD3YI4KN
3X8GLWWIFPMHBSGU61ZQYOJESSWDVK,2014-05-28 22:04:06 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3BAWBGQGYLA5RS8QLIZTINML0CLV70,3PQMUDRV7SH0GQ2GV499J7HJGCWII7
3C5W2B7O6T1M3PXBA93WBVZ0APF9GH,2014-05-28 22:04:06 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,3BAWBGQGYLA5RS8QLIZTINML0CLV70,3PQMUDRV7SH0GQ2GV499J7HJGCWII7
3NWGOH8VV4Z9FHLP6G08M9GZ834DXN,2014-05-28 22:04:12 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,391FPZIE4CX272P2T1B0DE9W088HUZ,3YGXWBAF71SFVGH1I5BJE395YPBC4K
3Z9ALZ033RL0ZG360X3ZW7CGP279I9,2014-05-28 22:04:12 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,391FPZIE4CX272P2T1B0DE9W088HUZ,3YGXWBAF71SFVGH1I5BJE395YPBC4K
3A02JXF416BKS8TYKY7UYSLW6MQE7M,2014-05-28 22:05:04 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3L21G7IH4778K0OT1D54OCZ2F7NY1F,3KWTYT0871EQU3F79NNSME56SUJL5D
3SYGXC9PFIYPTU6259XD09I3Y099S1,2014-05-28 22:05:04 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,3L21G7IH4778K0OT1D54OCZ2F7NY1F,3KWTYT0871EQU3F79NNSME56SUJL5D
327EKN7LCZH8KXG0PCL7V08KX5PJD5,2014-05-28 22:02:46 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,31KSVEGZ343SO0SAK62V96WZ8XGWR9,38BQUHLA9XBW8V3AEEK6VXKM9UDOMM
3QTXF18HYTU3KC9SCQ5OA97F6ILEYU,2014-05-28 22:02:46 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,31KSVEGZ343SO0SAK62V96WZ8XGWR9,38BQUHLA9XBW8V3AEEK6VXKM9UDOMM
3ICS4ASQW60I4EOFBPR3M3XOMM7PXD,2014-05-28 22:03:22 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3ZZAYRN1I62XZ6W0X9GGSRKVTGEOT2,3YZ8UPK3VUXECEBGXB21R77ZX2WCU4
37T4DUGFJK5V0I4FPU6P1G3BPWOLII,2014-05-28 22:03:22 -0700,2014-05-28 23:25:59 -0700,FeePayment,,Mechanical Turk,-0.005,3ZZAYRN1I62XZ6W0X9GGSRKVTGEOT2,3YZ8UPK3VUXECEBGXB21R77ZX2WCU4
31IIADQ3SQBBZNAZJCK57RYZTMEURI,2014-05-28 22:04:58 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3UQVX1UPFSSICQA4C9U913FNV0M02X,3QY5DC2MXSVLFQVQODS2ZDS2UFQFUK
3SY6JGGK2XWFECYSPPIZ7Z4AMXRQCA,2014-05-28 22:04:58 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,3UQVX1UPFSSICQA4C9U913FNV0M02X,3QY5DC2MXSVLFQVQODS2ZDS2UFQFUK
3STG7YSU2Z3KLPALWF9B0KKAE1MWCD,2014-05-28 22:04:14 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,302OLP89DZIRBL0O14G82M0MGDBAC7,39O5D9O87U3UDKYXIR604YHZKPEC3Y
32NO3KM9IZ93TBONT03MQ2ZPJ1HRXE,2014-05-28 22:04:14 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,302OLP89DZIRBL0O14G82M0MGDBAC7,39O5D9O87U3UDKYXIR604YHZKPEC3Y
3ZMA65KZ4A8FGXKVU4CD72WGEEVX0E,2014-05-28 22:04:49 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,368IUKXGA5J9I8XPGWL26HX7JDZP69,36TFCYNS45LXAQGRO8RPM53J4CKXHS
30IAP7P1VBIKUW7BU6035I9YYUQSLH,2014-05-28 22:04:49 -0700,2014-05-28 23:25:59 -0700,FeePayment,,Mechanical Turk,-0.005,368IUKXGA5J9I8XPGWL26HX7JDZP69,36TFCYNS45LXAQGRO8RPM53J4CKXHS
3GQFV9DX69U4NRVNVJ2F4LMZLCW1YS,2014-05-28 22:04:48 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3H1C3QRA01UU1YH0H9IUY5QD1S8EC5,3KRVW3HTZOWB6NV3LV1FF2UN6JISMP
398IL1OXU7WMVN5ALVUDOBDY9KNXJS,2014-05-28 22:04:48 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,3H1C3QRA01UU1YH0H9IUY5QD1S8EC5,3KRVW3HTZOWB6NV3LV1FF2UN6JISMP
3WY189A6PA0HPE6HM603LB4D7WO5HF,2014-05-28 22:05:23 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3WGZLY9VCHXNXPDN42R5Q1C9BPND86,3OF2M9AATHZDHBHEVBI7WIZM4TLZKU
3OXT9ZGHH9SEZQM97H3EULNG2UN12I,2014-05-28 22:05:23 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,3WGZLY9VCHXNXPDN42R5Q1C9BPND86,3OF2M9AATHZDHBHEVBI7WIZM4TLZKU
3J0DBZNN1Q5JBAP7DRF1D3XKODX5LM,2014-05-28 22:05:28 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3SX4X51T80KSKAXRR9PZXMU35RUAO4,3DY46V3X3QTCSECMH07L5P9964I558
3HPY8DBHKQR2HR5AUJFHKY4SIZP16Z,2014-05-28 22:05:28 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,3SX4X51T80KSKAXRR9PZXMU35RUAO4,3DY46V3X3QTCSECMH07L5P9964I558
3ME9Z12FTMHSXSHIRECTWRC79J172E,2014-05-28 22:04:07 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,33W1NHWFYHW9YAA7ZIRX8PRZDKHZTF,3AUQQEL7U64UV150QLJMSS7H2KBV0M
3B374G5JCTPHDXTYC41CRS0J5VS2NR,2014-05-28 22:04:07 -0700,2014-05-28 23:25:59 -0700,FeePayment,,Mechanical Turk,-0.005,33W1NHWFYHW9YAA7ZIRX8PRZDKHZTF,3AUQQEL7U64UV150QLJMSS7H2KBV0M
3O1HIVKLFN0447FCHAHO7BH14XKABA,2014-05-28 22:05:34 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,32TMVRKDGN9AXTUUBRQCNXI3YCU84O,3ZGVPD4G6USCKU71PKWZX9MIN6BZTZ
3FG4N0D5PSPZZOLZMOUXLIGMIHN5WM,2014-05-28 22:05:34 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,32TMVRKDGN9AXTUUBRQCNXI3YCU84O,3ZGVPD4G6USCKU71PKWZX9MIN6BZTZ
3GPSUT3CYV3GC5HNU6PKU6X2DDUF9I,2014-05-28 22:04:32 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3QXFBUZ4ZKRO76UR9VTISEXVL8UUGC,3A4NIXBJ77AO2A0D1M4E3GGSEPAML5
3Q4ICLROJYBJDQ8BMK6DB5BBPFDAUY,2014-05-28 22:04:32 -0700,2014-05-28 23:25:59 -0700,FeePayment,,Mechanical Turk,-0.005,3QXFBUZ4ZKRO76UR9VTISEXVL8UUGC,3A4NIXBJ77AO2A0D1M4E3GGSEPAML5
3W7L609S1NOKNSOOC4DPADK3CXSL1K,2014-05-28 22:04:50 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,31YWE12TE0NXVHDLLX0B68J6GNSX74,3K2755HG5TEZYOK42I2DPDOE8FUDF7
33ZVMC10IHW1A9G5ZI71GH5KAONGMO,2014-05-28 22:04:50 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,31YWE12TE0NXVHDLLX0B68J6GNSX74,3K2755HG5TEZYOK42I2DPDOE8FUDF7
3PVIZTMM9OJBKC3IQ0DETB7N9BJNTX,2014-05-28 22:05:16 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3WYZV0QBFJOKXTGBYECRBA52ZDJXBQ,3P529IW9KZWIW08WFZ018QWJHOZFLS
3NMABV6SFBXDPNETQQ4L0MSRTEDJE6,2014-05-28 22:05:16 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,3WYZV0QBFJOKXTGBYECRBA52ZDJXBQ,3P529IW9KZWIW08WFZ018QWJHOZFLS
34CKE6E1Z4VV9YLBX102SVM68A9VX5,2014-05-28 22:05:37 -0700,2014-05-28 23:38:03 -0700,AssignmentPayment,,A2177AC2UEBK1U,-0.020,3VW0145YLYNFL0FJ8ZNZYH8H0E8MJG,3FTF2T8WLSTP6KTIGR7B75ROCX6W98
3HKHGGG7TGR63GZSUE3LNSCAVOERIF,2014-05-28 22:05:37 -0700,2014-05-28 23:26:00 -0700,FeePayment,,Mechanical Turk,-0.005,3VW0145YLYNFL0FJ8ZNZYH8H0E8MJG,3FTF2T8WLSTP6KTIGR7B75ROCX6W98
3NS7XPSSE2LT6B9DRTM68616TEMBO8,2014-05-28 22:04:03 -0700,2014-05-28 23:38:51 -0700,AssignmentPayment,,A2KK97DO8CBSXN,-0.020,3LOJFQ4BOXQ7SQFODRO8G6L06PHKDW,3DEL4X4EL7WJWL6GY8VD85YMU9EXYA
3MY7KFD0TT53AWMAH6Z25IM7BMV79B,2014-05-28 22:04:03 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,3LOJFQ4BOXQ7SQFODRO8G6L06PHKDW,3DEL4X4EL7WJWL6GY8VD85YMU9EXYA
3H1ATA2PWJ0QZO57P43OBG6HYF09BS,2014-05-28 22:04:15 -0700,2014-05-28 23:43:43 -0700,AssignmentPayment,,A16D2GVNFHEB9V,-0.020,3KL228NDMVXA4APFFHPGMROXJHXKG6,3EO896NRAX6MKF2X7YTD9FYS49JJTL
3NOLLE65I34H35HZ8JBNGQA8ILQ4WE,2014-05-28 22:04:15 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,3KL228NDMVXA4APFFHPGMROXJHXKG6,3EO896NRAX6MKF2X7YTD9FYS49JJTL
3VUAMLH700WQLJMXKCXABKB6E9IB85,2014-05-28 22:02:50 -0700,2014-05-28 23:43:43 -0700,AssignmentPayment,,A16D2GVNFHEB9V,-0.020,31GN6YMHLP34PFSNZV20ZG1VUZZWSX,3Y9N9SS8LZM4IC4BIN1BO4ZH5Q93DA
3HYY3MAF1LR3QBHJW2ZRQ4NNAIE6TB,2014-05-28 22:02:50 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,31GN6YMHLP34PFSNZV20ZG1VUZZWSX,3Y9N9SS8LZM4IC4BIN1BO4ZH5Q93DA
3O3XYW91UJNY99CEIVK4CD4LAUQC2A,2014-05-28 22:04:46 -0700,2014-05-28 23:43:43 -0700,AssignmentPayment,,A16D2GVNFHEB9V,-0.020,3XAOZ9UYRZ2ZBYX7A3OABQW0GY6Q14,3QUO65DNQVZFL38JNGBSM71GMH0UO6
3NXYAU780SKOZYQ4IGI7NJHRGBC7NA,2014-05-28 22:04:46 -0700,2014-05-28 23:25:58 -0700,FeePayment,,Mechanical Turk,-0.005,3XAOZ9UYRZ2ZBYX7A3OABQW0GY6Q14,3QUO65DNQVZFL38JNGBSM71GMH0UO6
3QKEG60EN0ABORMD25KAEQVE6JGMJP,2014-05-28 22:03:28 -0700,2014-05-28 23:43:43 -0700,AssignmentPayment,,A16D2GVNFHEB9V,-0.020,3NSCTNUR2ZY6C0R9MUT0OGUCOWPA5Z,3FE2ERCCZYJ2TY0N6UCYC1EHE08OP4
383WJAC48KZZ2AXUJ278FZ103ASI4L,2014-05-28 22:03:28 -0700,2014-05-28 23:25:59 -0700,FeePayment,,Mechanical Turk,-0.005,3NSCTNUR2ZY6C0R9MUT0OGUCOWPA5Z,3FE2ERCCZYJ2TY0N6UCYC1EHE08OP4
3ZLO7J30NSK7A2PBXIPUBMHQFIMMPP,2014-05-28 22:03:45 -0700,2014-05-28 23:43:43 -0700,AssignmentPayment,,A16D2GVNFHEB9V,-0.020,3VW0145YLYNFL0FJ8ZNZYH8H0E8JMD,36TFCYNS45LXAQGRO8RPM53J4D3HXX
369HAKIZMVLE4ZDBS3HZS2N0VKOIAW,2014-05-28 22:03:45 -0700,2014-05-28 23:25:59 -0700,FeePayment,,Mechanical Turk,-0.005,3VW0145YLYNFL0FJ8ZNZYH8H0E8JMD,36TFCYNS45LXAQGRO8RPM53J4D3HXX
3N0Y2Q8F2ZEOME6BDXADOFF5KEQN7J,2014-05-28 22:04:24 -0700,2014-05-28 23:43:43 -0700,AssignmentPayment,,A16D2GVNFHEB9V,-0.020,3OKP4QVBP284SXGT3QCRSDL1E53AGH,3BC8WZX3V47Q2O8IBEXRBRJ1Q5HRR9
3HGCR0MPB1RI4VZ5933QD2H6HQVISS,2014-05-28 22:04:24 -0700,2014-05-28 23:25:59 -0700,FeePayment,,Mechanical Turk,-0.005,3OKP4QVBP284SXGT3QCRSDL1E53AGH,3BC8WZX3V47Q2O8IBEXRBRJ1Q5HRR9
38P79KNZYKYY6O7GTPQWTZX86QUUID,2014-05-28 22:03:48 -0700,2014-05-28 23:43:43 -0700,AssignmentPayment,,A16D2GVNFHEB9V,-0.020,33NKDW9FFXT37Y8HCE8MMUBKHYKCXD,3WR9XG3T64M9JZM5RO38YHHRXF3474
